,heat,occupancy
2015-01-01 00:00:00,5913.324603775941,True
2015-01-01 00:15:00,6145.012160752931,True
2015-01-01 00:30:00,6096.103197035197,True
2015-01-01 00:45:00,6036.575794239742,True
2015-01-01 01:00:00,6009.857774831471,True
2015-01-01 01:15:00,5741.940005645338,True
2015-01-01 01:30:00,920.0350876187806,False
2015-01-01 01:45:00,1047.7271464012078,False
2015-01-01 02:00:00,1102.081731328974,False
2015-01-01 02:15:00,1150.378771058602,False
2015-01-01 02:30:00,1136.796496442327,False
2015-01-01 02:45:00,1025.967217028604,False
2015-01-01 03:00:00,1277.722957105918,False
2015-01-01 03:15:00,1338.2706544669536,False
2015-01-01 03:30:00,1380.5358582782783,False
2015-01-01 03:45:00,1421.5939725064165,False
2015-01-01 04:00:00,1293.563174129899,False
2015-01-01 04:15:00,1364.4917032584253,False
2015-01-01 04:30:00,1529.930768730082,False
2015-01-01 04:45:00,1566.4954779688253,False
2015-01-01 05:00:00,1597.628192825737,False
2015-01-01 05:15:00,1614.7050845633325,False
2015-01-01 05:30:00,1431.776247993714,False
2015-01-01 05:45:00,1651.1302828412952,False
2015-01-01 06:00:00,1713.0075722060878,False
2015-01-01 06:15:00,1743.3192674988056,False
2015-01-01 06:30:00,1772.765264100008,False
2015-01-01 06:45:00,1689.0132247722115,False
2015-01-01 07:00:00,6649.350853958546,True
2015-01-01 07:15:00,6705.278396115954,True
2015-01-01 07:30:00,6618.503643019898,True
2015-01-01 07:45:00,6508.834432706936,True
2015-01-01 08:00:00,1495.5189087770812,False
2015-01-01 08:15:00,1313.5694145621308,False
2015-01-01 08:30:00,1482.0177165478403,False
2015-01-01 08:45:00,1590.4247886955234,False
2015-01-01 09:00:00,1569.8158818588997,False
2015-01-01 09:15:00,1593.1672385319994,False
2015-01-01 09:30:00,1555.155024072177,False
2015-01-01 09:45:00,1414.4936891152513,False
2015-01-01 10:00:00,1592.7055545553574,False
2015-01-01 10:15:00,1630.5788508339942,False
2015-01-01 10:30:00,1651.8829525718454,False
2015-01-01 10:45:00,1653.394589255527,False
2015-01-01 11:00:00,1464.5024770621073,False
2015-01-01 11:15:00,1523.4282736958799,False
2015-01-01 11:30:00,1657.1258323555405,False
2015-01-01 11:45:00,1657.6420685607159,False
2015-01-01 12:00:00,1634.8573570318947,False
2015-01-01 12:15:00,1623.3474371741952,False
2015-01-01 12:30:00,1420.0520359422403,False
2015-01-01 12:45:00,1609.373032664347,False
2015-01-01 13:00:00,1607.4111718219876,False
2015-01-01 13:15:00,1634.6934433639085,False
2015-01-01 13:30:00,1658.7042075068157,False
2015-01-01 13:45:00,1561.121558345603,False
2015-01-01 14:00:00,1484.329973169123,False
2015-01-01 14:15:00,1672.8942563416308,False
2015-01-01 14:30:00,1680.2893203161834,False
2015-01-01 14:45:00,1699.2172606814186,False
2015-01-01 15:00:00,1802.3824075999448,False
2015-01-01 15:15:00,1598.9294279026112,False
2015-01-01 15:30:00,1756.441354069709,False
2015-01-01 15:45:00,6888.420468812054,True
2015-01-01 16:00:00,6861.0016597866925,True
2015-01-01 16:15:00,6703.521020818682,True
2015-01-01 16:30:00,6540.789988793671,True
2015-01-01 16:45:00,5951.000644640129,True
2015-01-01 17:00:00,6278.3305503021975,True
2015-01-01 17:15:00,6530.000265024441,True
2015-01-01 17:30:00,6462.940501298726,True
2015-01-01 17:45:00,6397.795957066702,True
2015-01-01 18:00:00,6248.0425089114015,True
2015-01-01 18:15:00,6221.4093726185965,True
2015-01-01 18:30:00,6290.460342341157,True
2015-01-01 18:45:00,6228.483108848749,True
2015-01-01 19:00:00,6183.070137140699,True
2015-01-01 19:15:00,6067.271788179545,True
2015-01-01 19:30:00,5765.892878419496,True
2015-01-01 19:45:00,5909.680977393373,True
2015-01-01 20:00:00,5959.878758028143,True
2015-01-01 20:15:00,5928.317875892573,True
2015-01-01 20:30:00,5901.562621983959,True
2015-01-01 20:45:00,5718.848819196643,True
2015-01-01 21:00:00,5629.988549272657,True
2015-01-01 21:15:00,5439.022219323472,True
2015-01-01 21:30:00,5698.456752838623,True
2015-01-01 21:45:00,5636.148094920674,True
2015-01-01 22:00:00,5635.05046700785,True
2015-01-01 22:15:00,5384.519053774386,True
2015-01-01 22:30:00,5486.344128823435,True
2015-01-01 22:45:00,651.0666345723888,False
2015-01-01 23:00:00,919.9850359647861,False
2015-01-01 23:15:00,994.1294794375151,False
2015-01-01 23:30:00,1005.6564095496141,False
2015-01-01 23:45:00,919.2192187324006,False
2015-01-02 00:00:00,1310.8076189862,False
2015-01-02 00:15:00,1398.1689130458958,False
