,heat,occupancy
2015-01-01 00:00:00,1124.6294366592529,False
2015-01-01 00:15:00,1251.8565087655968,False
2015-01-01 00:30:00,1299.618538337786,False
2015-01-01 00:45:00,1329.505653189011,False
2015-01-01 01:00:00,1366.4598763801382,False
2015-01-01 01:15:00,1334.43219328673,False
2015-01-01 01:30:00,1378.579798388107,False
2015-01-01 01:45:00,1448.1658533105458,False
2015-01-01 02:00:00,1479.17347416656,False
2015-01-01 02:15:00,1504.826748633026,False
2015-01-01 02:30:00,1495.210688563296,False
2015-01-01 02:45:00,1484.4374557125075,False
2015-01-01 03:00:00,1587.8022225943628,False
2015-01-01 03:15:00,1611.093769436307,False
2015-01-01 03:30:00,1633.7522735768412,False
2015-01-01 03:45:00,1647.1519149655444,False
2015-01-01 04:00:00,1578.3775019429388,False
2015-01-01 04:15:00,1692.9098975690563,False
2015-01-01 04:30:00,1713.157080489209,False
2015-01-01 04:45:00,1732.8539637037077,False
2015-01-01 05:00:00,1747.6682417917777,False
2015-01-01 05:15:00,1662.48845511176,False
2015-01-01 05:30:00,1782.8008046262887,False
2015-01-01 05:45:00,1800.3824541683653,False
2015-01-01 06:00:00,1805.2595761991827,False
2015-01-01 06:15:00,1821.605368676941,False
2015-01-01 06:30:00,1751.0766419773367,False
2015-01-01 06:45:00,1834.4929600190812,False
2015-01-01 07:00:00,6855.7119999999995,True
2015-01-01 07:15:00,6755.603062965602,True
2015-01-01 07:30:00,6627.646598436466,True
2015-01-01 07:45:00,6465.040354872365,True
2015-01-01 08:00:00,6361.561296538602,True
2015-01-01 08:15:00,6328.654785190275,True
2015-01-01 08:30:00,6255.857490853131,True
2015-01-01 08:45:00,6164.970001794626,True
2015-01-01 09:00:00,6037.775027452158,True
2015-01-01 09:15:00,963.3384798081008,False
2015-01-01 09:30:00,1057.889503274064,False
2015-01-01 09:45:00,1083.090570561016,False
2015-01-01 10:00:00,1079.3964563084407,False
2015-01-01 10:15:00,1095.6678121828588,False
2015-01-01 10:30:00,1034.4226665824456,False
2015-01-01 10:45:00,1133.6136309907986,False
2015-01-01 11:00:00,1113.1617895899171,False
2015-01-01 11:15:00,1143.9205624359636,False
2015-01-01 11:30:00,1153.7479898424497,False
2015-01-01 11:45:00,1054.3912580664405,False
2015-01-01 12:00:00,1138.0594981838194,False
2015-01-01 12:15:00,1147.9518893831996,False
2015-01-01 12:30:00,1164.988514918202,False
2015-01-01 12:45:00,1171.311781364586,False
2015-01-01 13:00:00,1044.4682398791342,False
2015-01-01 13:15:00,1143.7470639291591,False
2015-01-01 13:30:00,1188.7915518117557,False
2015-01-01 13:45:00,1207.4663275436596,False
2015-01-01 14:00:00,1205.3302409002004,False
2015-01-01 14:15:00,1158.2227556686769,False
2015-01-01 14:30:00,1185.7255313587304,False
2015-01-01 14:45:00,1250.8667548434296,False
2015-01-01 15:00:00,1356.8173861668483,False
2015-01-01 15:15:00,1372.1634832899429,False
2015-01-01 15:30:00,1362.4744774372743,False
2015-01-01 15:45:00,1357.915744666855,False
2015-01-01 16:00:00,1574.7725654513447,False
2015-01-01 16:15:00,6613.579651236753,True
2015-01-01 16:30:00,6459.418521826457,True
2015-01-01 16:45:00,6316.3042115749095,True
2015-01-01 17:00:00,6252.261714765722,True
2015-01-01 17:15:00,6265.158809229605,True
2015-01-01 17:30:00,6191.688504523584,True
2015-01-01 17:45:00,6122.365472592776,True
2015-01-01 18:00:00,6148.854246616585,True
2015-01-01 18:15:00,5986.159344238361,True
2015-01-01 18:30:00,6024.806979017156,True
2015-01-01 18:45:00,5922.4236687089515,True
2015-01-01 19:00:00,5836.053177439217,True
2015-01-01 19:15:00,5762.470085817279,True
2015-01-01 19:30:00,5215.172867363636,True
2015-01-01 19:45:00,5441.094738046162,True
2015-01-01 20:00:00,5461.032569374234,True
2015-01-01 20:15:00,5426.782763692193,True
2015-01-01 20:30:00,5140.346144703884,True
2015-01-01 20:45:00,5418.1431000718385,True
2015-01-01 21:00:00,5164.790840962217,True
2015-01-01 21:15:00,5406.683547544197,True
2015-01-01 21:30:00,5363.223490173997,True
2015-01-01 21:45:00,5258.838658694855,True
2015-01-01 22:00:00,5281.2795770391685,True
2015-01-01 22:15:00,5206.132194297533,True
2015-01-01 22:30:00,5235.793925007017,True
2015-01-01 22:45:00,5198.3423295849425,True
2015-01-01 23:00:00,5237.468214117293,True
2015-01-01 23:15:00,5193.178049321844,True
2015-01-01 23:30:00,5036.243111687734,True
2015-01-01 23:45:00,5047.065097483671,True
2015-01-02 00:00:00,5146.472052236779,True
2015-01-02 00:15:00,243.84298262914183,False
2015-01-02 00:30:00,365.812951623903,False
2015-01-02 00:45:00,360.01508390923334,False
2015-01-02 01:00:00,630.754789027354,False
2015-01-02 01:15:00,704.4435591173564,False
2015-01-02 01:30:00,776.1295365891596,False
2015-01-02 01:45:00,845.8671554937937,False
2015-01-02 02:00:00,875.5065532130811,False
2015-01-02 02:15:00,1010.6081268047184,False
2015-01-02 02:30:00,1093.0166679849397,False
2015-01-02 02:45:00,1156.6086343023353,False
2015-01-02 03:00:00,1232.736683416915,False
2015-01-02 03:15:00,1232.7596998079841,False
2015-01-02 03:30:00,1308.0868960247135,False
2015-01-02 03:45:00,1408.00510961319,False
2015-01-02 04:00:00,1455.6145548820784,False
2015-01-02 04:15:00,1509.6641702033257,False
2015-01-02 04:30:00,1527.6726647069754,False
2015-01-02 04:45:00,1543.7731765855253,False
2015-01-02 05:00:00,1608.8874654388308,False
2015-01-02 05:15:00,1734.6326265790824,False
2015-01-02 05:30:00,1787.2308139993463,False
2015-01-02 05:45:00,1824.3748986218238,False
2015-01-02 06:00:00,1743.242220667717,False
2015-01-02 06:15:00,6840.390015872262,True
2015-01-02 06:30:00,6431.657971899194,True
2015-01-02 06:45:00,1753.2138422035505,False
2015-01-02 07:00:00,1809.0639262882175,False
2015-01-02 07:15:00,6761.383161255208,True
2015-01-02 07:30:00,6744.592803287309,True
2015-01-02 07:45:00,6307.265747224905,True
2015-01-02 08:00:00,6486.4531343859835,True
2015-01-02 08:15:00,6425.705477236438,True
2015-01-02 08:30:00,1374.0389227220162,False
2015-01-02 08:45:00,1489.7914724531095,False
2015-01-02 09:00:00,1366.0973834137087,False
2015-01-02 09:15:00,1410.2775239646326,False
2015-01-02 09:30:00,1442.8790872750835,False
2015-01-02 09:45:00,1414.3255451719024,False
2015-01-02 10:00:00,1279.371305089971,False
2015-01-02 10:15:00,1347.5269793078176,False
2015-01-02 10:30:00,1368.85936552643,False
2015-01-02 10:45:00,1391.168349990237,False
2015-01-02 11:00:00,1241.8675879162763,False
2015-01-02 11:15:00,1208.01527391254,False
2015-01-02 11:30:00,1303.7751860731566,False
2015-01-02 11:45:00,1327.1766107292294,False
2015-01-02 12:00:00,1298.5224855834042,False
2015-01-02 12:15:00,1306.686630578799,False
2015-01-02 12:30:00,1238.1832571374582,False
2015-01-02 12:45:00,1356.0654427860864,False
2015-01-02 13:00:00,1395.7576485050831,False
2015-01-02 13:15:00,1415.395532207763,False
2015-01-02 13:30:00,1434.9411036485299,False
2015-01-02 13:45:00,1347.4073452351677,False
2015-01-02 14:00:00,1601.0701130084533,False
2015-01-02 14:15:00,1626.8697736439494,False
2015-01-02 14:30:00,6661.2202047791225,True
2015-01-02 14:45:00,6555.350194627885,True
2015-01-02 15:00:00,6631.389589940617,True
2015-01-02 15:15:00,6630.799739831746,True
2015-01-02 15:30:00,6584.866243477685,True
2015-01-02 15:45:00,6523.820493275059,True
2015-01-02 16:00:00,6570.094954801255,True
2015-01-02 16:15:00,6396.776380994654,True
2015-01-02 16:30:00,6335.784758296413,True
2015-01-02 16:45:00,6321.48777613363,True
2015-01-02 17:00:00,6382.5007971961095,True
2015-01-02 17:15:00,6330.9993801400215,True
2015-01-02 17:30:00,6244.175203860836,True
2015-01-02 17:45:00,6154.440834940372,True
2015-01-02 18:00:00,6296.022373598365,True
2015-01-02 18:15:00,6252.725473249982,True
2015-01-02 18:30:00,6214.3685738360255,True
2015-01-02 18:45:00,6166.1693998776345,True
2015-01-02 19:00:00,6097.349517354121,True
2015-01-02 19:15:00,6082.99078600061,True
2015-01-02 19:30:00,6046.081385874039,True
2015-01-02 19:45:00,6012.130994227969,True
2015-01-02 20:00:00,6046.86428938954,True
2015-01-02 20:15:00,5913.258804008458,True
2015-01-02 20:30:00,5912.112791519318,True
2015-01-02 20:45:00,6026.972822835656,True
2015-01-02 21:00:00,6026.02905227202,True
2015-01-02 21:15:00,6005.803806078631,True
2015-01-02 21:30:00,5870.548855693063,True
2015-01-02 21:45:00,5892.5612604632925,True
2015-01-02 22:00:00,5854.160301451909,True
2015-01-02 22:15:00,5811.894694895745,True
2015-01-02 22:30:00,5784.434806645813,True
2015-01-02 22:45:00,5699.722629078794,True
2015-01-02 23:00:00,5648.979445874956,True
2015-01-02 23:15:00,5692.611313071748,True
2015-01-02 23:30:00,5674.674992459932,True
2015-01-02 23:45:00,5597.494751448916,True
2015-01-03 00:00:00,5452.793270231052,True
2015-01-03 00:15:00,5409.764767507884,True
2015-01-03 00:30:00,5455.188186422152,True
2015-01-03 00:45:00,5443.07760490981,True
2015-01-03 01:00:00,5503.213496607862,True
2015-01-03 01:15:00,588.7087664353309,False
2015-01-03 01:30:00,586.5819104682645,False
2015-01-03 01:45:00,762.4700763558441,False
2015-01-03 02:00:00,836.8355069365971,False
2015-01-03 02:15:00,914.4647568998729,False
2015-01-03 02:30:00,1062.9370410062872,False
2015-01-03 02:45:00,6072.082538523003,True
2015-01-03 03:00:00,6087.15619165591,True
2015-01-03 03:15:00,6016.388737453803,True
2015-01-03 03:30:00,6002.0895703597425,True
2015-01-03 03:45:00,1014.5623278025566,False
2015-01-03 04:00:00,997.151845425657,False
2015-01-03 04:15:00,1138.3011211183598,False
2015-01-03 04:30:00,1226.5929934498934,False
2015-01-03 04:45:00,1295.908387419257,False
2015-01-03 05:00:00,1362.7964453313323,False
2015-01-03 05:15:00,1367.8809787829348,False
2015-01-03 05:30:00,1448.1321247077612,False
2015-01-03 05:45:00,1552.8404596052997,False
2015-01-03 06:00:00,1613.6685072926073,False
2015-01-03 06:15:00,1672.45659736496,False
2015-01-03 06:30:00,1695.0747792584962,False
2015-01-03 06:45:00,1715.6596914870363,False
2015-01-03 07:00:00,1840.8357939517202,False
2015-01-03 07:15:00,6855.7119999999995,True
2015-01-03 07:30:00,6846.419531982094,True
2015-01-03 07:45:00,6764.067406795202,True
2015-01-03 08:00:00,6454.874973453504,True
2015-01-03 08:15:00,1543.4472788558012,False
2015-01-03 08:30:00,1623.4187927468256,False
